INFO:root:Dash app started at 2025-04-16 23:54:48.867050
INFO:dash.dash:Dash is running on http://0.0.0.0:8050/
INFO:root:Fetched price 12096199.0 at 00:00:49
INFO:root:Fetched price 12096199.0 at 00:00:53
INFO:root:Fetched price 12100000.0 at 00:00:58
INFO:root:Fetched price 12102745.0 at 00:01:03
INFO:root:Fetched price 12102745.0 at 00:01:09
INFO:root:Fetched price 12102745.0 at 00:01:13
INFO:root:Fetched price 12102745.0 at 00:01:14
INFO:root:Fetched price 12102745.0 at 00:01:18
INFO:root:Fetched price 12102745.0 at 00:01:23
INFO:root:Fetched price 12102745.0 at 00:01:28
INFO:root:Fetched price 12102745.0 at 00:01:33
INFO:root:Fetched price 12094854.0 at 00:01:38
INFO:root:Fetched price 12091529.0 at 00:01:43
INFO:root:Fetched price 12091529.0 at 00:01:48
INFO:root:Fetched price 12091528.0 at 00:01:53
INFO:root:Fetched price 12094700.0 at 00:01:58
INFO:root:Fetched price 12095748.0 at 00:02:03
INFO:root:Fetched price 12098174.0 at 00:02:08
INFO:root:Fetched price 12099809.0 at 00:02:13
INFO:root:Fetched price 12099809.0 at 00:02:14
INFO:root:Fetched price 12100398.0 at 00:02:18
INFO:root:Fetched price 12100398.0 at 00:02:23
INFO:root:Fetched price 12100398.0 at 00:02:28
INFO:root:Fetched price 12102745.0 at 00:02:33
INFO:root:Fetched price 12096158.0 at 00:02:38
INFO:root:Fetched price 12093030.0 at 00:02:43
INFO:root:Fetched price 12093030.0 at 00:02:48
INFO:root:Fetched price 12093030.0 at 00:02:53
INFO:root:Fetched price 12093030.0 at 00:02:58
INFO:root:Fetched price 12093030.0 at 00:03:03
INFO:root:Fetched price 12093030.0 at 00:03:08
INFO:root:Fetched price 12088031.0 at 00:03:13
INFO:root:Fetched price 12088031.0 at 00:03:14
INFO:root:Fetched price 12088031.0 at 00:03:18
INFO:root:Fetched price 12094832.0 at 00:03:23
INFO:root:Fetched price 12094832.0 at 00:03:28
INFO:root:Fetched price 12100397.0 at 00:03:33
INFO:root:Fetched price 12100396.0 at 00:03:38
INFO:root:Fetched price 12097515.0 at 00:03:43
INFO:root:Fetched price 12094802.0 at 00:03:48
INFO:root:Fetched price 12099681.0 at 00:03:53
INFO:root:Fetched price 12099665.0 at 00:03:58
INFO:root:Fetched price 12099665.0 at 00:04:03
INFO:root:Fetched price 12100393.0 at 00:04:08
INFO:root:Fetched price 12100393.0 at 00:04:13
INFO:root:Fetched price 12100393.0 at 00:04:14
INFO:root:Fetched price 12100393.0 at 00:04:18
INFO:root:Fetched price 12100393.0 at 00:04:23
INFO:root:Fetched price 12100166.0 at 00:04:28
INFO:root:Fetched price 12100166.0 at 00:04:33
INFO:root:Fetched price 12100166.0 at 00:04:38
INFO:root:Fetched price 12100166.0 at 00:04:43
INFO:root:Fetched price 12095941.0 at 00:04:48
INFO:root:Fetched price 12095941.0 at 00:04:53
INFO:root:Fetched price 12095941.0 at 00:04:58
INFO:root:Dash app started at 2025-04-17 00:05:03.328055
INFO:root:Fetched price 12095941.0 at 00:05:03
INFO:root:Fetched price 12095941.0 at 00:05:04
INFO:root:Fetched price 12095941.0 at 00:05:09
INFO:root:Fetched price 12095941.0 at 00:05:13
INFO:root:Fetched price 12095941.0 at 00:05:14
INFO:root:Fetched price 12095941.0 at 00:05:19
INFO:root:Fetched price 12095941.0 at 00:05:19
INFO:root:Fetched price 12095941.0 at 00:05:24
INFO:root:Fetched price 12095941.0 at 00:05:24
INFO:root:Fetched price 12089129.0 at 00:05:29
INFO:root:Fetched price 12089129.0 at 00:05:29
INFO:root:Fetched price 12092893.0 at 00:05:34
INFO:root:Fetched price 12092893.0 at 00:05:35
INFO:root:Fetched price 12092893.0 at 00:05:39
INFO:root:Fetched price 12092893.0 at 00:05:44
INFO:root:Fetched price 12092893.0 at 00:05:49
INFO:root:Fetched price 12092893.0 at 00:05:54
INFO:root:Fetched price 12092893.0 at 00:05:59
INFO:root:Fetched price 12085709.0 at 00:06:04
INFO:root:Fetched price 12085709.0 at 00:06:09
INFO:root:Fetched price 12080000.0 at 00:06:14
INFO:root:Fetched price 12080000.0 at 00:06:14
INFO:root:Fetched price 12080000.0 at 00:06:19
INFO:root:Fetched price 12080000.0 at 00:06:24
INFO:root:Fetched price 12075906.0 at 00:06:29
INFO:root:Fetched price 12071202.0 at 00:06:34
INFO:root:Fetched price 12071202.0 at 00:06:39
INFO:root:Fetched price 12069649.0 at 00:06:44
INFO:root:Fetched price 12069649.0 at 00:06:49
INFO:root:Fetched price 12069649.0 at 00:06:54
INFO:root:Fetched price 12069790.0 at 00:06:59
INFO:root:Fetched price 12070000.0 at 00:07:04
INFO:root:Fetched price 12070000.0 at 00:07:09
INFO:root:Fetched price 12070000.0 at 00:07:14
INFO:root:Fetched price 12070000.0 at 00:07:14
INFO:root:Fetched price 12070000.0 at 00:07:19
INFO:root:Fetched price 12069800.0 at 00:07:24
INFO:root:Fetched price 12069800.0 at 00:07:29
INFO:root:Fetched price 12070000.0 at 00:07:34
INFO:root:Fetched price 12070000.0 at 00:07:39
INFO:root:Fetched price 12079729.0 at 00:07:44
INFO:root:Fetched price 12079729.0 at 00:07:49
INFO:root:Fetched price 12076700.0 at 00:07:54
INFO:root:Fetched price 12076700.0 at 00:07:59
INFO:root:Fetched price 12076700.0 at 00:08:04
INFO:root:Fetched price 12076700.0 at 00:08:09
INFO:root:Fetched price 12076700.0 at 00:08:14
INFO:root:Fetched price 12076700.0 at 00:08:14
INFO:root:Fetched price 12076505.0 at 00:08:19
INFO:root:Fetched price 12076505.0 at 00:08:24
INFO:root:Fetched price 12076505.0 at 00:08:29
INFO:root:Fetched price 12076505.0 at 00:08:34
INFO:root:Fetched price 12076505.0 at 00:08:39
INFO:root:Fetched price 12076505.0 at 00:08:44
INFO:root:Fetched price 12075682.0 at 00:08:49
INFO:root:Fetched price 12075682.0 at 00:08:54
INFO:root:Fetched price 12075682.0 at 00:08:59
INFO:root:Fetched price 12075682.0 at 00:09:04
INFO:root:Fetched price 12071518.0 at 00:09:09
INFO:root:Fetched price 12073380.0 at 00:09:14
INFO:root:Fetched price 12073380.0 at 00:09:14
INFO:root:Fetched price 12073380.0 at 00:09:19
INFO:root:Fetched price 12073380.0 at 00:09:24
INFO:root:Fetched price 12073380.0 at 00:09:29
INFO:root:Fetched price 12076161.0 at 00:09:34
INFO:root:Fetched price 12076161.0 at 00:09:39
INFO:root:Fetched price 12076160.0 at 00:09:44
INFO:root:Fetched price 12076159.0 at 00:09:49
INFO:root:Fetched price 12082500.0 at 00:09:54
INFO:root:Fetched price 12082500.0 at 00:09:59
INFO:root:Fetched price 12081699.0 at 00:10:04
INFO:root:Fetched price 12087020.0 at 00:10:09
INFO:root:Fetched price 12093416.0 at 00:10:14
INFO:root:Fetched price 12093416.0 at 00:10:14
INFO:root:Fetched price 12093416.0 at 00:10:19
INFO:root:Fetched price 12093413.0 at 00:10:24
INFO:root:Fetched price 12095871.0 at 00:10:29
INFO:root:Fetched price 12095871.0 at 00:10:34
INFO:root:Fetched price 12091834.0 at 00:10:39
INFO:root:Fetched price 12088838.0 at 00:10:44
INFO:root:Fetched price 12076003.0 at 00:10:49
INFO:root:Fetched price 12085241.0 at 00:10:54
INFO:root:Fetched price 12085625.0 at 00:10:59
INFO:root:Fetched price 12085625.0 at 00:11:04
INFO:root:Fetched price 12085625.0 at 00:11:09
INFO:root:Fetched price 12093071.0 at 00:11:14
INFO:root:Fetched price 12093071.0 at 00:11:14
INFO:root:Fetched price 12092453.0 at 00:11:19
INFO:root:Fetched price 12093099.0 at 00:11:24
INFO:root:Dash app started at 2025-04-17 00:11:25.621088
INFO:root:Fetched price 12090325.0 at 00:11:25
INFO:root:Fetched price 12090632.0 at 00:11:31
INFO:root:Fetched price 12094363.0 at 00:11:36
INFO:root:Fetched price 12097906.0 at 00:11:40
INFO:root:Fetched price 12102000.0 at 00:11:45
INFO:root:Fetched price 12104301.0 at 00:11:51
INFO:root:Fetched price 12103802.0 at 00:11:56
INFO:root:Fetched price 12110000.0 at 00:12:00
INFO:root:Fetched price 12119999.0 at 00:12:05
INFO:root:Fetched price 12119940.0 at 00:12:11
INFO:root:Fetched price 12119940.0 at 00:12:13
INFO:root:Fetched price 12121599.0 at 00:12:16
INFO:root:Fetched price 12119234.0 at 00:12:19
INFO:root:Fetched price 12119234.0 at 00:12:20
INFO:root:Fetched price 12123745.0 at 00:12:24
INFO:root:Fetched price 12123745.0 at 00:12:25
INFO:root:Fetched price 12121200.0 at 00:12:29
INFO:root:Fetched price 12108159.0 at 00:12:31
INFO:root:Fetched price 12108200.0 at 00:12:35
INFO:root:Fetched price 12108200.0 at 00:12:35
INFO:root:Fetched price 12118000.0 at 00:12:40
INFO:root:Fetched price 12118000.0 at 00:12:45
INFO:root:Fetched price 12118000.0 at 00:12:50
INFO:root:Fetched price 12118000.0 at 00:12:56
INFO:root:Fetched price 12118000.0 at 00:13:00
INFO:root:Fetched price 12118000.0 at 00:13:05
INFO:root:Fetched price 12118000.0 at 00:13:11
INFO:root:Fetched price 12118000.0 at 00:13:14
INFO:root:Fetched price 12118000.0 at 00:13:16
INFO:root:Fetched price 12118000.0 at 00:13:20
INFO:root:Fetched price 12106200.0 at 00:13:25
INFO:root:Fetched price 12106200.0 at 00:13:31
INFO:root:Fetched price 12106200.0 at 00:13:36
INFO:root:Dash app started at 2025-04-17 00:13:37.846844
INFO:root:Fetched price 12106200.0 at 00:13:38
INFO:root:Fetched price 12116096.0 at 00:13:43
INFO:root:Fetched price 12108800.0 at 00:13:48
INFO:root:Fetched price 12108800.0 at 00:13:53
INFO:root:Fetched price 12108800.0 at 00:13:58
INFO:root:Fetched price 12108800.0 at 00:14:03
INFO:root:Fetched price 12108800.0 at 00:14:08
INFO:root:Fetched price 12108800.0 at 00:14:13
INFO:root:Fetched price 12108800.0 at 00:14:13
INFO:root:Fetched price 12110000.0 at 00:14:18
INFO:root:Fetched price 12110000.0 at 00:14:19
INFO:root:Fetched price 12110000.0 at 00:14:23
INFO:root:Fetched price 12110000.0 at 00:14:24
INFO:root:Fetched price 12110000.0 at 00:14:28
INFO:root:Fetched price 12110000.0 at 00:14:29
INFO:root:Fetched price 12105673.0 at 00:14:33
INFO:root:Fetched price 12105673.0 at 00:14:35
INFO:root:Fetched price 12105673.0 at 00:14:38
INFO:root:Fetched price 12105673.0 at 00:14:43
INFO:root:Fetched price 12105673.0 at 00:14:48
INFO:root:Fetched price 12105673.0 at 00:14:53
INFO:root:Fetched price 12105673.0 at 00:14:58
INFO:root:Fetched price 12109197.0 at 00:15:03
INFO:root:Fetched price 12110000.0 at 00:15:08
INFO:root:Fetched price 12110000.0 at 00:15:13
INFO:root:Fetched price 12110000.0 at 00:15:14
INFO:root:Fetched price 12109999.0 at 00:15:18
INFO:root:Fetched price 12110000.0 at 00:15:23
INFO:root:Fetched price 12106680.0 at 00:15:28
INFO:root:Fetched price 12108344.0 at 00:15:33
INFO:root:Fetched price 12105751.0 at 00:15:38
INFO:root:Fetched price 12105191.0 at 00:15:43
INFO:root:Fetched price 12100000.0 at 00:15:48
INFO:root:Fetched price 12107000.0 at 00:15:53
INFO:root:Fetched price 12107000.0 at 00:15:58
INFO:root:Fetched price 12107000.0 at 00:16:03
INFO:root:Fetched price 12107000.0 at 00:16:08
INFO:root:Fetched price 12100000.0 at 00:16:13
INFO:root:Fetched price 12100000.0 at 00:16:14
INFO:root:Fetched price 12100000.0 at 00:16:18
INFO:root:Fetched price 12100000.0 at 00:16:23
INFO:root:Fetched price 12100000.0 at 00:16:28
INFO:root:Fetched price 12100000.0 at 00:16:33
INFO:root:Fetched price 12100000.0 at 00:16:38
INFO:root:Fetched price 12099383.0 at 00:16:43
INFO:root:Fetched price 12102176.0 at 00:16:48
INFO:root:Fetched price 12109192.0 at 00:16:53
INFO:root:Fetched price 12109192.0 at 00:16:58
INFO:root:Fetched price 12110000.0 at 00:17:03
INFO:root:Fetched price 12112602.0 at 00:17:08
INFO:root:Fetched price 12118582.0 at 00:17:13
INFO:root:Fetched price 12118582.0 at 00:17:14
INFO:root:Fetched price 12118581.0 at 00:17:18
INFO:root:Fetched price 12118581.0 at 00:17:23
INFO:root:Fetched price 12123698.0 at 00:17:28
INFO:root:Fetched price 12123698.0 at 00:17:33
INFO:root:Fetched price 12126709.0 at 00:17:38
INFO:root:Fetched price 12130575.0 at 00:17:43
INFO:root:Fetched price 12122346.0 at 00:17:48
INFO:root:Fetched price 12122346.0 at 00:17:53
INFO:root:Fetched price 12122346.0 at 00:17:58
INFO:root:Fetched price 12122346.0 at 00:18:03
INFO:root:Fetched price 12132379.0 at 00:18:08
INFO:root:Fetched price 12135740.0 at 00:18:13
INFO:root:Fetched price 12133700.0 at 00:18:14
INFO:root:Fetched price 12127410.0 at 00:18:18
INFO:root:Fetched price 12127410.0 at 00:18:23
INFO:root:Fetched price 12127410.0 at 00:18:28
INFO:root:Fetched price 12130799.0 at 00:18:33
INFO:root:Fetched price 12130799.0 at 00:18:38
INFO:root:Fetched price 12130799.0 at 00:18:43
INFO:root:Fetched price 12130799.0 at 00:18:48
INFO:root:Fetched price 12129994.0 at 00:18:53
INFO:root:Fetched price 12129994.0 at 00:18:58
INFO:root:Fetched price 12129993.0 at 00:19:03
INFO:root:Fetched price 12130799.0 at 00:19:08
INFO:root:Fetched price 12129993.0 at 00:19:13
INFO:root:Fetched price 12129993.0 at 00:19:14
INFO:root:Fetched price 12129993.0 at 00:19:18
INFO:root:Fetched price 12129993.0 at 00:19:23
INFO:root:Fetched price 12124192.0 at 00:19:28
INFO:root:Fetched price 12124192.0 at 00:19:33
INFO:root:Fetched price 12124192.0 at 00:19:38
INFO:root:Fetched price 12124192.0 at 00:19:43
INFO:root:Fetched price 12124800.0 at 00:19:48
INFO:root:Fetched price 12124200.0 at 00:19:53
INFO:root:Fetched price 12124200.0 at 00:19:58
INFO:root:Fetched price 12124200.0 at 00:20:03
INFO:root:Fetched price 12124200.0 at 00:20:08
INFO:root:Fetched price 12124200.0 at 00:20:13
INFO:root:Fetched price 12124200.0 at 00:20:14
INFO:root:Fetched price 12123596.0 at 00:20:18
INFO:root:Fetched price 12123596.0 at 00:20:23
INFO:root:Fetched price 12111666.0 at 00:20:28
INFO:root:Fetched price 12111666.0 at 00:20:33
INFO:root:Fetched price 12111666.0 at 00:20:38
INFO:root:Fetched price 12111763.0 at 00:20:43
INFO:root:Fetched price 12123194.0 at 00:20:48
INFO:root:Fetched price 12123194.0 at 00:20:53
INFO:root:Fetched price 12125600.0 at 00:20:58
INFO:root:Fetched price 12125600.0 at 00:21:03
INFO:root:Fetched price 12125600.0 at 00:21:08
INFO:root:Fetched price 12129209.0 at 00:21:13
INFO:root:Fetched price 12129209.0 at 00:21:14
INFO:root:Fetched price 12133188.0 at 00:21:18
INFO:root:Fetched price 12129209.0 at 00:21:23
INFO:root:Fetched price 12129209.0 at 00:21:28
INFO:root:Fetched price 12129207.0 at 00:21:33
INFO:root:Fetched price 12129207.0 at 00:21:38
INFO:root:Fetched price 12129207.0 at 00:21:43
INFO:root:Fetched price 12129207.0 at 00:21:48
INFO:root:Fetched price 12129207.0 at 00:21:53
INFO:root:Fetched price 12129207.0 at 00:21:58
INFO:root:Fetched price 12129209.0 at 00:22:03
INFO:root:Fetched price 12129209.0 at 00:22:08
INFO:root:Fetched price 12134903.0 at 00:22:13
INFO:root:Fetched price 12134903.0 at 00:22:14
INFO:root:Fetched price 12138780.0 at 00:22:18
INFO:root:Fetched price 12141455.0 at 00:22:23
INFO:root:Fetched price 12141555.0 at 00:22:28
INFO:root:Fetched price 12141555.0 at 00:22:33
INFO:root:Fetched price 12141555.0 at 00:22:38
INFO:root:Fetched price 12143866.0 at 00:22:43
INFO:root:Fetched price 12143866.0 at 00:22:48
INFO:root:Fetched price 12143197.0 at 00:22:53
INFO:root:Fetched price 12143197.0 at 00:22:58
INFO:root:Fetched price 12143197.0 at 00:23:03
INFO:root:Fetched price 12143197.0 at 00:23:08
INFO:root:Fetched price 12145900.0 at 00:23:13
INFO:root:Fetched price 12145900.0 at 00:23:14
INFO:root:Fetched price 12145900.0 at 00:23:18
INFO:root:Fetched price 12145900.0 at 00:23:23
INFO:root:Fetched price 12145900.0 at 00:23:28
INFO:root:Fetched price 12145900.0 at 00:23:33
INFO:root:Fetched price 12146597.0 at 00:23:38
INFO:root:Fetched price 12146597.0 at 00:23:43
INFO:root:Fetched price 12146597.0 at 00:23:48
INFO:root:Fetched price 12146597.0 at 00:23:53
INFO:root:Fetched price 12146597.0 at 00:23:58
INFO:root:Fetched price 12145699.0 at 00:24:03
INFO:root:Fetched price 12155807.0 at 00:24:08
INFO:root:Fetched price 12157231.0 at 00:24:13
INFO:root:Fetched price 12155499.0 at 00:24:14
INFO:root:Fetched price 12155499.0 at 00:24:18
INFO:root:Fetched price 12155498.0 at 00:24:23
INFO:root:Fetched price 12155499.0 at 00:24:28
INFO:root:Fetched price 12164750.0 at 00:24:33
INFO:root:Fetched price 12159102.0 at 00:24:38
INFO:root:Fetched price 12157934.0 at 00:24:43
INFO:root:Fetched price 12154539.0 at 00:24:48
INFO:root:Fetched price 12154543.0 at 00:24:53
INFO:root:Fetched price 12162297.0 at 00:24:58
INFO:root:Fetched price 12162297.0 at 00:25:03
INFO:root:Fetched price 12167999.0 at 00:25:08
INFO:root:Fetched price 12168000.0 at 00:25:13
INFO:root:Fetched price 12168000.0 at 00:25:14
INFO:root:Fetched price 12170000.0 at 00:25:18
INFO:root:Fetched price 12175995.0 at 00:25:23
INFO:root:Fetched price 12179399.0 at 00:25:28
INFO:root:Fetched price 12181251.0 at 00:25:33
INFO:root:Fetched price 12181095.0 at 00:25:38
INFO:root:Fetched price 12175600.0 at 00:25:43
INFO:root:Fetched price 12184200.0 at 00:25:48
INFO:root:Fetched price 12190000.0 at 00:25:53
INFO:root:Fetched price 12188994.0 at 00:25:58
INFO:root:Fetched price 12189397.0 at 00:26:03
INFO:root:Fetched price 12184401.0 at 00:26:08
INFO:root:Fetched price 12184401.0 at 00:26:13
INFO:root:Fetched price 12184401.0 at 00:26:14
INFO:root:Fetched price 12184401.0 at 00:26:18
INFO:root:Fetched price 12190000.0 at 00:26:23
INFO:root:Fetched price 12188500.0 at 00:26:28
INFO:root:Fetched price 12189998.0 at 00:26:33
INFO:root:Fetched price 12184048.0 at 00:26:38
INFO:root:Fetched price 12190000.0 at 00:26:43
INFO:root:Fetched price 12185035.0 at 00:26:49
INFO:root:Fetched price 12184404.0 at 00:26:54
INFO:root:Fetched price 12183910.0 at 00:26:59
INFO:root:Fetched price 12183910.0 at 00:27:04
INFO:root:Fetched price 12183910.0 at 00:27:09
INFO:root:Fetched price 12189800.0 at 00:27:14
INFO:root:Fetched price 12189800.0 at 00:27:14
INFO:root:Fetched price 12187999.0 at 00:27:19
INFO:root:Fetched price 12182699.0 at 00:27:24
INFO:root:Fetched price 12182704.0 at 00:27:29
INFO:root:Fetched price 12180583.0 at 00:27:34
INFO:root:Fetched price 12180583.0 at 00:27:39
INFO:root:Fetched price 12177563.0 at 00:27:44
INFO:root:Fetched price 12177601.0 at 00:28:08
INFO:root:Fetched price 12177601.0 at 00:28:13
INFO:root:Fetched price 12177601.0 at 00:28:14
INFO:root:Fetched price 12181922.0 at 00:29:14
INFO:root:Dash app started at 2025-04-17 00:29:53.513351
INFO:root:Fetched price 12150001.0 at 00:30:01
INFO:root:Fetched price 12150001.0 at 00:30:01
INFO:root:Buy order simulated at 00:30:04
INFO:root:Buy order simulated at 00:30:05
INFO:root:Fetched price 12172198.0 at 00:30:06
INFO:root:Sell order simulated at 00:30:07
INFO:root:Sell order simulated at 00:30:07
INFO:root:Fetched price 12166789.0 at 00:30:11
INFO:root:Fetched price 12161841.0 at 00:30:15
INFO:root:Fetched price 12161841.0 at 00:30:21
INFO:root:Fetched price 12160000.0 at 00:30:25
INFO:root:Fetched price 12160000.0 at 00:30:31
INFO:root:Fetched price 12154581.0 at 00:30:36
INFO:root:Fetched price 12146616.0 at 00:30:41
INFO:root:Fetched price 12147149.0 at 00:30:46
INFO:root:Fetched price 12149281.0 at 00:30:50
INFO:root:Fetched price 12139031.0 at 00:30:55
INFO:root:Fetched price 12139031.0 at 00:31:01
INFO:root:Fetched price 12139631.0 at 00:31:06
INFO:root:Fetched price 12138300.0 at 00:31:11
INFO:root:Fetched price 12138303.0 at 00:31:15
INFO:root:Fetched price 12136828.0 at 00:31:21
INFO:root:Fetched price 12132990.0 at 00:31:26
INFO:root:Fetched price 12143291.0 at 00:31:31
INFO:root:Fetched price 12143291.0 at 00:31:36
INFO:root:Fetched price 12144899.0 at 00:31:42
INFO:root:Fetched price 12145553.0 at 00:31:46
INFO:root:Fetched price 12147200.0 at 00:31:51
INFO:root:Fetched price 12147200.0 at 00:31:55
INFO:root:Fetched price 12146697.0 at 00:32:01
INFO:root:Fetched price 12144899.0 at 00:32:06
INFO:root:Fetched price 12144899.0 at 00:32:11
INFO:root:Fetched price 12147200.0 at 00:32:16
INFO:root:Fetched price 12147200.0 at 00:32:20
INFO:root:Fetched price 12145246.0 at 00:32:26
INFO:root:Fetched price 12145887.0 at 00:32:31
INFO:root:Fetched price 12145887.0 at 00:32:36
INFO:root:Fetched price 12148019.0 at 00:32:41
INFO:root:Fetched price 12147798.0 at 00:32:46
INFO:root:Fetched price 12145691.0 at 00:32:51
INFO:root:Fetched price 12145691.0 at 00:32:56
INFO:root:Fetched price 12145370.0 at 00:33:01
INFO:root:Fetched price 12145100.0 at 00:33:06
INFO:root:Fetched price 12145050.0 at 00:33:11
INFO:root:Fetched price 12149299.0 at 00:33:16
INFO:root:Fetched price 12148604.0 at 00:33:20
INFO:root:Fetched price 12148600.0 at 00:33:26
INFO:root:Fetched price 12148604.0 at 00:33:31
INFO:root:Fetched price 12152919.0 at 00:33:36
INFO:root:Fetched price 12152919.0 at 00:33:41
INFO:root:Fetched price 12148604.0 at 00:33:46
INFO:root:Fetched price 12148436.0 at 00:33:51
INFO:root:Fetched price 12148088.0 at 00:33:56
INFO:root:Fetched price 12148041.0 at 00:34:01
INFO:root:Fetched price 12147962.0 at 00:34:06
INFO:root:Fetched price 12147962.0 at 00:34:11
INFO:root:Fetched price 12140500.0 at 00:34:16
INFO:root:Fetched price 12141321.0 at 00:34:21
INFO:root:Fetched price 12147599.0 at 00:34:26
INFO:root:Fetched price 12147599.0 at 00:34:31
INFO:root:Fetched price 12147525.0 at 00:34:36
INFO:root:Fetched price 12147600.0 at 00:34:41
INFO:root:Fetched price 12147521.0 at 00:34:46
INFO:root:Fetched price 12147499.0 at 00:34:51
INFO:root:Fetched price 12146296.0 at 00:34:56
INFO:root:Fetched price 12146200.0 at 00:35:01
INFO:root:Fetched price 12146200.0 at 00:35:06
INFO:root:Fetched price 12146245.0 at 00:35:11
INFO:root:Fetched price 12148102.0 at 00:35:16
INFO:root:Fetched price 12148102.0 at 00:35:21
INFO:root:Fetched price 12150495.0 at 00:35:26
INFO:root:Fetched price 12150090.0 at 00:35:30
INFO:root:Fetched price 12150090.0 at 00:35:36
INFO:root:Fetched price 12150719.0 at 00:35:41
INFO:root:Fetched price 12150720.0 at 00:35:46
INFO:root:Fetched price 12153649.0 at 00:35:51
INFO:root:Fetched price 12159818.0 at 00:35:56
INFO:root:Fetched price 12159818.0 at 00:36:00
INFO:root:Fetched price 12159885.0 at 00:36:06
INFO:root:Fetched price 12161433.0 at 00:36:11
INFO:root:Fetched price 12152503.0 at 00:36:16
INFO:root:Fetched price 12152503.0 at 00:36:21
